,Location,Price,Area
0,"Địa chỉ: Đinh Đạt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",2.8 triệu/tháng,31m2
1,"Địa chỉ: Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng,35m2
2,"Địa chỉ: 96 Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng,90m2
3,"Địa chỉ: Đường Lê Văn Tâm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng,25m2
4,"Địa chỉ: 22A Phước Hòa, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",1.5 triệu/tháng,15m2
5,"Địa chỉ: 132 Đường Duy Tân, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1.9 triệu/tháng,17m2
6,"Địa chỉ: 71 Bùi Xương Tự, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1.4 triệu/tháng,25m2
7,"Địa chỉ: Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",3.5 triệu/tháng,35m2
8,"Địa chỉ: Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",2.5 triệu/tháng,35m2
9,"Địa chỉ: 508 Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,20m2
10,"Địa chỉ: Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",1.8 triệu/tháng,25m2
11,"Địa chỉ: 582 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2 triệu/tháng,30m2
12,"Địa chỉ: K35/3 Đường Nam Thành, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,20m2
13,"Địa chỉ: Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.1 triệu/tháng,35m2
14,"Địa chỉ: Cuối đường Đường Phan Khoang, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",1.9 triệu/tháng,22m2
15,"Địa chỉ: 559 Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",1.7 triệu/tháng,25m2
16,"Địa chỉ: K164 Hoàng Diệu, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng",2.3 triệu/tháng,30m2
17,"Địa chỉ: 146 Bùi Vịnh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu/tháng,25m2
18,"Địa chỉ: K153 Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",2.8 triệu/tháng,60m2
19,"Địa chỉ: Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu/tháng,25m2
20,"Địa chỉ: Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",3.9 triệu/tháng,28m2
21,"Địa chỉ: Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",4 triệu/tháng,26.3m2
22,"Địa chỉ: 83 Đường Yên Thế, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng,25m2
23,"Địa chỉ: số 199 Phố Phó Đức Chính, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",1.5 triệu/tháng,18m2
24,"Địa chỉ: 196/50 A Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",2.5 triệu/tháng,25m2
25,"Địa chỉ: 159 Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu/tháng,30m2
26,"Địa chỉ: Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,25m2
27,"Địa chỉ: Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",1.2 triệu/tháng,35m2
28,"Địa chỉ: 41 Dương Đức Hiền, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.5 triệu/tháng,40m2
29,"Địa chỉ: Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.7 triệu/tháng,30m2
30,"Địa chỉ: K1/40 Hoàng Văn Thái, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng,20m2
31,"Địa chỉ: Đường Bùi Công Trừng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,40m2
32,"Địa chỉ: Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",2.6 triệu/tháng,30m2
33,"Địa chỉ: Hà Thị Thân, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",3.5 triệu/tháng,30m2
34,"Địa chỉ: Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",1.5 triệu/tháng,28m2
35,"Địa chỉ: Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,20m2
36,"Địa chỉ: Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",1.5 triệu/tháng,10m2
37,"Địa chỉ: k95/16 Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,20m2
38,"Địa chỉ: Đường Lê Quang Sung, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",1.4 triệu/tháng,14m2
39,"Địa chỉ: Trần Quang Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2.2 triệu/tháng,25m2
40,"Địa chỉ: 71 Đường Bùi Xương Tự, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1.4 triệu/tháng,20m2
41,"Địa chỉ: 24 Đường An Cư 5, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",3.5 triệu/tháng,30m2
42,"Địa chỉ: 26 Phong Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1.2 triệu/tháng,22m2
43,"Địa chỉ: Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",2.7 triệu/tháng,20m2
44,"Địa chỉ: Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1 triệu/tháng,20m2
45,"Địa chỉ: 500 Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,30m2
46,"Địa chỉ: 83 Trần Văn Giáp, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",1.8 triệu/tháng,12m2
47,"Địa chỉ: 06 Dương Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,40m2
48,"Địa chỉ: 146 Đường Bùi Vịnh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",2.5 triệu/tháng,22m2
49,"Địa chỉ: k40/27 Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1.8 triệu/tháng,23m2
50,"Địa chỉ: 1121 Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.2 triệu/tháng,25m2
51,"Địa chỉ: Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",2.5 triệu/tháng,30m2
52,"Địa chỉ: 02 Phần Lăng 16, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",3.5 triệu/tháng,25m2
53,"Địa chỉ: 26 Đặng Thái Thân, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1.6 triệu/tháng,14m2
54,"Địa chỉ: K94 Nguyễn Công Trứ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",2.9 triệu/tháng,29m2
55,"Địa chỉ: Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",3.8 triệu/tháng,30m2
56,"Địa chỉ: Kiệt 4 Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",3.8 triệu/tháng,30m2
57,"Địa chỉ: 50 Phạm Thiều, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2.8 triệu/tháng,25m2
58,"Địa chỉ: 63 Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu/tháng,25m2
59,"Địa chỉ: 42 Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",2.8 triệu/tháng,22m2
60,"Địa chỉ: Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1.2 triệu/tháng,25m2
61,"Địa chỉ: 50 Đường Phạm Thiều, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",3.5 triệu/tháng,35m2
62,"Địa chỉ: Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,25m2
63,"Địa chỉ: Đường Võ Chí Công, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.8 triệu/tháng,45m2
64,"Địa chỉ: Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.3 triệu/tháng,17m2
65,"Địa chỉ: 06 Trương Quang Giao, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng,20m2
66,"Địa chỉ: Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,25m2
67,"Địa chỉ: Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",1.8 triệu/tháng,28m2
68,"Địa chỉ: 7 Ngô Thế Lân, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",1.5 triệu/tháng,20m2
69,"Địa chỉ: 305 Huy Cận, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",1.3 triệu/tháng,14m2
70,"Địa chỉ: Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,20m2
71,"Địa chỉ: Đường Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2.8 triệu/tháng,40m2
72,"Địa chỉ: Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",2.5 triệu/tháng,18m2
73,"Địa chỉ: Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1.8 triệu/tháng,20m2
74,"Địa chỉ: Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",2.8 triệu/tháng,24m2
75,"Địa chỉ: Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",1.4 triệu/tháng,30m2
76,"Địa chỉ: Đường Đinh Đạt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",2.5 triệu/tháng,46m2
77,"Địa chỉ: Đường Đặng Chiêm, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.3 triệu/tháng,20m2
78,"Địa chỉ: K138/22 Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",1.3 triệu/tháng,12m2
79,"Địa chỉ: 282 Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",1.8 triệu/tháng,30m2
80,"Địa chỉ: 84 Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng,20m2
81,"Địa chỉ: Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.5 triệu/tháng,20m2
82,"Địa chỉ: Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",4.5 triệu/tháng,25m2
83,"Địa chỉ: 380 Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.5 triệu/tháng,22m2
84,"Địa chỉ: Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.2 triệu/tháng,25m2
85,"Địa chỉ: Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",1.5 triệu/tháng,18m2
86,"Địa chỉ: Đường Xuân Diệu, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",1.5 triệu/tháng,20m2
87,"Địa chỉ: Đường Nguyễn Hiền, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",2.4 triệu/tháng,20m2
88,"Địa chỉ: Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",1.2 triệu/tháng,18m2
89,"Địa chỉ: K388/2 Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,30m2
90,"Địa chỉ: K27/21 Ngõ A Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng,30m2
91,"Địa chỉ: Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.1 triệu/tháng,18m2
92,"Địa chỉ: 40 Đường Châu Văn Liêm, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",800.000 đồng/tháng,20m2
93,"Địa chỉ: k664/09 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1 triệu/tháng,25m2
94,"Địa chỉ: 06 Trương Quang Giao, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng,25m2
95,"Địa chỉ: Đường Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",1.5 triệu/tháng,12m2
96,"Địa chỉ: Đường Trần Huấn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",1.2 triệu/tháng,15m2
97,"Địa chỉ: 584/6 Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng,24m2
98,"Địa chỉ: Hoàng Văn Thái, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.5 triệu/tháng,20m2
99,"Địa chỉ: An Thượng 9, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",10 triệu/tháng,60m2
100,"Địa chỉ: Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.4 triệu/tháng,22m2
101,"Địa chỉ: 453-H1/10 Cách Mạng Tháng Tám, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1.2 triệu/tháng,25m2
102,"Địa chỉ: 340/9 Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1.7 triệu/tháng,12m2
103,"Địa chỉ: 198 Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",2.5 triệu/tháng,45m2
104,"Địa chỉ: Đường Nại Hiên Đông 11, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,40m2
105,"Địa chỉ: Lê Lợi, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",1.1 triệu/tháng,12m2
106,"Địa chỉ: K 94 Nguyễn Công Trứ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",2.5 triệu/tháng,24m2
107,"Địa chỉ: 68/2 Đường Trần Bình Trọng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng",1.8 triệu/tháng,12m2
108,"Địa chỉ: Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",3 triệu/tháng,25m2
109,"Địa chỉ: 408/4 Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.3 triệu/tháng,20m2
110,"Địa chỉ: k123/97/58 Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",1.5 triệu/tháng,15m2
111,"Địa chỉ: 493 Tôn Đức Thắng, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",3.2 triệu/tháng,40m2
112,"Địa chỉ: K45 Lê Độ, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng,12m2
113,"Địa chỉ: Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu/tháng,50m2
114,"Địa chỉ: K51/34 Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.8 triệu/tháng,25m2
115,"Địa chỉ: K18/17 Phùng Hưng, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",2.5 triệu/tháng,40m2
116,"Địa chỉ: K2/17C Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",1.8 triệu/tháng,35m2
117,"Địa chỉ: 319/33 Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",1.5 triệu/tháng,18m2
118,"Địa chỉ: k266 H14 Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",1.4 triệu/tháng,16m2
119,"Địa chỉ: 1 Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",1.8 triệu/tháng,20m2
120,"Địa chỉ: 39 Đường Bùi Xương Tự, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1 triệu/tháng,70m2
121,"Địa chỉ: 139 Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",1 triệu/tháng,20m2
122,"Địa chỉ: 3 Đường Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,250m2
123,"Địa chỉ: Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2.5 triệu/tháng,15m2
124,"Địa chỉ: Vương Thừa Vũ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",1.2 triệu/tháng,18m2
125,"Địa chỉ: Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",4.5 triệu/tháng,35m2
126,"Địa chỉ: 110/24 Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2.7 triệu/tháng,24m2
127,"Địa chỉ: 102 Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",1.5 triệu/tháng,16m2
128,"Địa chỉ: Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2 triệu/tháng,30m2
129,"Địa chỉ: Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",700.000 đồng/tháng,20m2
130,"Địa chỉ: Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",900.000 đồng/tháng,18m2
131,"Địa chỉ: 32 Đường Dương Thị Xuân Quý, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",5 triệu/tháng,42m2
132,"Địa chỉ: K266 H14/19 Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",1.4 triệu/tháng,16m2
133,"Địa chỉ: 1 Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,30m2
134,"Địa chỉ: Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",1 triệu/tháng,16m2
135,"Địa chỉ: K264 Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.1 triệu/tháng,20m2
136,"Địa chỉ: 523/5 Đường Cách Mạng Tháng Tám, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",2.2 triệu/tháng,30m2
137,"Địa chỉ: Trương Vân Lĩnh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",800.000 đồng/tháng,15m2
138,"Địa chỉ: 35 Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng,20m2
139,"Địa chỉ: 1 Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,30m2
140,"Địa chỉ: 92 Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",1.5 triệu/tháng,18m2
141,"Địa chỉ: 155 Đường Yên Khê 2, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",1.5 triệu/tháng,30m2
142,"Địa chỉ: 12 Đường Hoàng Đức Lương, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",1.2 triệu/tháng,16m2
143,"Địa chỉ: 894 H7/4 Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng,40m2
144,"Địa chỉ: Nhơn Hòa 7, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",1.5 triệu/tháng,22m2
145,"Địa chỉ: k322/48 Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",900.000 đồng/tháng,30m2
146,"Địa chỉ: Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Thỏa thuận,30m2
147,"Địa chỉ: Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng,30m2
148,"Địa chỉ: 322/48 Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng,60m2
149,"Địa chỉ: Kiệt 169/10 Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",1 triệu/tháng,18m2
150,"Địa chỉ: 894 H7/4 Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng,40m2
151,"Địa chỉ: 211 An Nông, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",1 triệu/tháng,20m2
152,"Địa chỉ: Đầm Rong 2, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",3 triệu/tháng,30m2
153,"Địa chỉ: Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1 triệu/tháng,15m2
154,"Địa chỉ: 268/16 Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",1.5 triệu/tháng,14m2
155,"Địa chỉ: Đường Chơn Tâm 3, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1.2 triệu/tháng,15m2
156,"Địa chỉ: K338 H81/17 Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng",2.2 triệu/tháng,19m2
157,"Địa chỉ: Hòa Minh 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.4 triệu/tháng,20m2
158,"Địa chỉ: 09 Tây Sơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",1.6 triệu/tháng,24m2
159,"Địa chỉ: Lê Thạch, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",1 triệu/tháng,16m2
160,"Địa chỉ: 204/9 Hải Phòng, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng,12m2
